"label","n","parent","id"
"Czech Republic",45,"total  -  Thriller","total  -  Thriller  -  Czech Republic"
"Czech Republic",3,"total  -  War","total  -  War  -  Czech Republic"
"Denmark",184,"total  -  Action","total  -  Action  -  Denmark"
"Denmark",2,"total  -  Adult","total  -  Adult  -  Denmark"
"Denmark",118,"total  -  Adventure","total  -  Adventure  -  Denmark"
"Denmark",57,"total  -  Animation","total  -  Animation  -  Denmark"
"Denmark",17,"total  -  Biography","total  -  Biography  -  Denmark"
"Denmark",178,"total  -  Comedy","total  -  Comedy  -  Denmark"
"Denmark",148,"total  -  Crime","total  -  Crime  -  Denmark"
"Denmark",32,"total  -  Documentary","total  -  Documentary  -  Denmark"
"Denmark",328,"total  -  Drama","total  -  Drama  -  Denmark"
"Denmark",18,"total  -  Family","total  -  Family  -  Denmark"
"Denmark",42,"total  -  Fantasy","total  -  Fantasy  -  Denmark"
"Denmark",15,"total  -  Game Show","total  -  Game Show  -  Denmark"
"Denmark",5,"total  -  History","total  -  History  -  Denmark"
"Denmark",21,"total  -  Horror","total  -  Horror  -  Denmark"
"Denmark",5,"total  -  Music","total  -  Music  -  Denmark"
"Denmark",1,"total  -  Musical","total  -  Musical  -  Denmark"
"Denmark",51,"total  -  Mystery","total  -  Mystery  -  Denmark"
"Denmark",29,"total  -  Reality TV","total  -  Reality TV  -  Denmark"
"Denmark",88,"total  -  Romance","total  -  Romance  -  Denmark"
"Denmark",18,"total  -  Sci Fi","total  -  Sci Fi  -  Denmark"
"Denmark",3,"total  -  Short","total  -  Short  -  Denmark"
"Denmark",11,"total  -  Sport","total  -  Sport  -  Denmark"
"Denmark",59,"total  -  Thriller","total  -  Thriller  -  Denmark"
"Denmark",9,"total  -  War","total  -  War  -  Denmark"
"Denmark",1,"total  -  Western","total  -  Western  -  Denmark"
"Dominican Republic",171,"total  -  Action","total  -  Action  -  Dominican Republic"
"Dominican Republic",2,"total  -  Adult","total  -  Adult  -  Dominican Republic"
"Dominican Republic",108,"total  -  Adventure","total  -  Adventure  -  Dominican Republic"
"Dominican Republic",53,"total  -  Animation","total  -  Animation  -  Dominican Republic"
"Dominican Republic",8,"total  -  Biography","total  -  Biography  -  Dominican Republic"
"Dominican Republic",157,"total  -  Comedy","total  -  Comedy  -  Dominican Republic"
"Dominican Republic",117,"total  -  Crime","total  -  Crime  -  Dominican Republic"
"Dominican Republic",19,"total  -  Documentary","total  -  Documentary  -  Dominican Republic"
"Dominican Republic",294,"total  -  Drama","total  -  Drama  -  Dominican Republic"
"Dominican Republic",14,"total  -  Family","total  -  Family  -  Dominican Republic"
"Dominican Republic",35,"total  -  Fantasy","total  -  Fantasy  -  Dominican Republic"
"Dominican Republic",2,"total  -  Game Show","total  -  Game Show  -  Dominican Republic"
"Dominican Republic",24,"total  -  Horror","total  -  Horror  -  Dominican Republic"
"Dominican Republic",34,"total  -  Music","total  -  Music  -  Dominican Republic"
"Dominican Republic",1,"total  -  Musical","total  -  Musical  -  Dominican Republic"
"Dominican Republic",47,"total  -  Mystery","total  -  Mystery  -  Dominican Republic"
"Dominican Republic",3,"total  -  Reality TV","total  -  Reality TV  -  Dominican Republic"
"Dominican Republic",88,"total  -  Romance","total  -  Romance  -  Dominican Republic"
"Dominican Republic",17,"total  -  Sci Fi","total  -  Sci Fi  -  Dominican Republic"
"Dominican Republic",2,"total  -  Short","total  -  Short  -  Dominican Republic"
"Dominican Republic",6,"total  -  Sport","total  -  Sport  -  Dominican Republic"
"Dominican Republic",71,"total  -  Thriller","total  -  Thriller  -  Dominican Republic"
"Dominican Republic",2,"total  -  War","total  -  War  -  Dominican Republic"
"Ecuador",147,"total  -  Action","total  -  Action  -  Ecuador"
"Ecuador",2,"total  -  Adult","total  -  Adult  -  Ecuador"
"Ecuador",120,"total  -  Adventure","total  -  Adventure  -  Ecuador"
"Ecuador",71,"total  -  Animation","total  -  Animation  -  Ecuador"
"Ecuador",5,"total  -  Biography","total  -  Biography  -  Ecuador"
"Ecuador",207,"total  -  Comedy","total  -  Comedy  -  Ecuador"
"Ecuador",94,"total  -  Crime","total  -  Crime  -  Ecuador"
"Ecuador",14,"total  -  Documentary","total  -  Documentary  -  Ecuador"
"Ecuador",283,"total  -  Drama","total  -  Drama  -  Ecuador"
"Ecuador",13,"total  -  Family","total  -  Family  -  Ecuador"
"Ecuador",25,"total  -  Fantasy","total  -  Fantasy  -  Ecuador"
"Ecuador",23,"total  -  Horror","total  -  Horror  -  Ecuador"
"Ecuador",33,"total  -  Music","total  -  Music  -  Ecuador"
"Ecuador",1,"total  -  Musical","total  -  Musical  -  Ecuador"
"Ecuador",39,"total  -  Mystery","total  -  Mystery  -  Ecuador"
"Ecuador",3,"total  -  Reality TV","total  -  Reality TV  -  Ecuador"
"Ecuador",102,"total  -  Romance","total  -  Romance  -  Ecuador"
"Ecuador",16,"total  -  Sci Fi","total  -  Sci Fi  -  Ecuador"
"Ecuador",6,"total  -  Sport","total  -  Sport  -  Ecuador"
"Ecuador",62,"total  -  Thriller","total  -  Thriller  -  Ecuador"
"Ecuador",2,"total  -  War","total  -  War  -  Ecuador"
"Egypt",184,"total  -  Action","total  -  Action  -  Egypt"
"Egypt",3,"total  -  Adult","total  -  Adult  -  Egypt"
"Egypt",104,"total  -  Adventure","total  -  Adventure  -  Egypt"
"Egypt",55,"total  -  Animation","total  -  Animation  -  Egypt"
"Egypt",17,"total  -  Biography","total  -  Biography  -  Egypt"
"Egypt",189,"total  -  Comedy","total  -  Comedy  -  Egypt"
"Egypt",117,"total  -  Crime","total  -  Crime  -  Egypt"
"Egypt",26,"total  -  Documentary","total  -  Documentary  -  Egypt"
"Egypt",338,"total  -  Drama","total  -  Drama  -  Egypt"
"Egypt",15,"total  -  Family","total  -  Family  -  Egypt"
"Egypt",34,"total  -  Fantasy","total  -  Fantasy  -  Egypt"
"Egypt",7,"total  -  Game Show","total  -  Game Show  -  Egypt"
"Egypt",5,"total  -  History","total  -  History  -  Egypt"
"Egypt",27,"total  -  Horror","total  -  Horror  -  Egypt"
"Egypt",4,"total  -  Music","total  -  Music  -  Egypt"
"Egypt",41,"total  -  Mystery","total  -  Mystery  -  Egypt"
"Egypt",9,"total  -  Reality TV","total  -  Reality TV  -  Egypt"
"Egypt",87,"total  -  Romance","total  -  Romance  -  Egypt"
"Egypt",26,"total  -  Sci Fi","total  -  Sci Fi  -  Egypt"
"Egypt",19,"total  -  Short","total  -  Short  -  Egypt"
"Egypt",4,"total  -  Sport","total  -  Sport  -  Egypt"
"Egypt",63,"total  -  Thriller","total  -  Thriller  -  Egypt"
"Egypt",3,"total  -  War","total  -  War  -  Egypt"
"El Salvador",139,"total  -  Action","total  -  Action  -  El Salvador"
"El Salvador",2,"total  -  Adult","total  -  Adult  -  El Salvador"
"El Salvador",107,"total  -  Adventure","total  -  Adventure  -  El Salvador"
"El Salvador",65,"total  -  Animation","total  -  Animation  -  El Salvador"
"El Salvador",4,"total  -  Biography","total  -  Biography  -  El Salvador"
"El Salvador",193,"total  -  Comedy","total  -  Comedy  -  El Salvador"
"El Salvador",110,"total  -  Crime","total  -  Crime  -  El Salvador"
"El Salvador",12,"total  -  Documentary","total  -  Documentary  -  El Salvador"
"El Salvador",301,"total  -  Drama","total  -  Drama  -  El Salvador"
"El Salvador",13,"total  -  Family","total  -  Family  -  El Salvador"
"El Salvador",22,"total  -  Fantasy","total  -  Fantasy  -  El Salvador"
"El Salvador",19,"total  -  Horror","total  -  Horror  -  El Salvador"
"El Salvador",32,"total  -  Music","total  -  Music  -  El Salvador"
"El Salvador",39,"total  -  Mystery","total  -  Mystery  -  El Salvador"
"El Salvador",2,"total  -  Reality TV","total  -  Reality TV  -  El Salvador"
"El Salvador",110,"total  -  Romance","total  -  Romance  -  El Salvador"
"El Salvador",15,"total  -  Sci Fi","total  -  Sci Fi  -  El Salvador"
"El Salvador",7,"total  -  Sport","total  -  Sport  -  El Salvador"
"El Salvador",60,"total  -  Thriller","total  -  Thriller  -  El Salvador"
"El Salvador",2,"total  -  War","total  -  War  -  El Salvador"
"Estonia",181,"total  -  Action","total  -  Action  -  Estonia"
"Estonia",3,"total  -  Adult","total  -  Adult  -  Estonia"
"Estonia",122,"total  -  Adventure","total  -  Adventure  -  Estonia"
"Estonia",59,"total  -  Animation","total  -  Animation  -  Estonia"
"Estonia",16,"total  -  Biography","total  -  Biography  -  Estonia"
"Estonia",205,"total  -  Comedy","total  -  Comedy  -  Estonia"
"Estonia",110,"total  -  Crime","total  -  Crime  -  Estonia"
"Estonia",32,"total  -  Documentary","total  -  Documentary  -  Estonia"
"Estonia",274,"total  -  Drama","total  -  Drama  -  Estonia"
"Estonia",20,"total  -  Family","total  -  Family  -  Estonia"
"Estonia",43,"total  -  Fantasy","total  -  Fantasy  -  Estonia"
"Estonia",14,"total  -  Game Show","total  -  Game Show  -  Estonia"
"Estonia",1,"total  -  History","total  -  History  -  Estonia"
"Estonia",25,"total  -  Horror","total  -  Horror  -  Estonia"
"Estonia",4,"total  -  Music","total  -  Music  -  Estonia"
"Estonia",1,"total  -  Musical","total  -  Musical  -  Estonia"
"Estonia",56,"total  -  Mystery","total  -  Mystery  -  Estonia"
"Estonia",21,"total  -  Reality TV","total  -  Reality TV  -  Estonia"
"Estonia",75,"total  -  Romance","total  -  Romance  -  Estonia"
"Estonia",48,"total  -  Sci Fi","total  -  Sci Fi  -  Estonia"
"Estonia",11,"total  -  Short","total  -  Short  -  Estonia"
"Estonia",9,"total  -  Sport","total  -  Sport  -  Estonia"
"Estonia",45,"total  -  Thriller","total  -  Thriller  -  Estonia"
"Estonia",3,"total  -  War","total  -  War  -  Estonia"
"Finland",197,"total  -  Action","total  -  Action  -  Finland"
"Finland",3,"total  -  Adult","total  -  Adult  -  Finland"
"Finland",112,"total  -  Adventure","total  -  Adventure  -  Finland"
"Finland",57,"total  -  Animation","total  -  Animation  -  Finland"
"Finland",15,"total  -  Biography","total  -  Biography  -  Finland"
"Finland",173,"total  -  Comedy","total  -  Comedy  -  Finland"
"Finland",154,"total  -  Crime","total  -  Crime  -  Finland"
"Finland",30,"total  -  Documentary","total  -  Documentary  -  Finland"
"Finland",338,"total  -  Drama","total  -  Drama  -  Finland"
"Finland",18,"total  -  Family","total  -  Family  -  Finland"
"Finland",38,"total  -  Fantasy","total  -  Fantasy  -  Finland"
"Finland",12,"total  -  Game Show","total  -  Game Show  -  Finland"
"Finland",3,"total  -  History","total  -  History  -  Finland"
"Finland",25,"total  -  Horror","total  -  Horror  -  Finland"
"Finland",5,"total  -  Music","total  -  Music  -  Finland"
"Finland",2,"total  -  Musical","total  -  Musical  -  Finland"
"Finland",53,"total  -  Mystery","total  -  Mystery  -  Finland"
"Finland",19,"total  -  Reality TV","total  -  Reality TV  -  Finland"
"Finland",78,"total  -  Romance","total  -  Romance  -  Finland"
"Finland",22,"total  -  Sci Fi","total  -  Sci Fi  -  Finland"
"Finland",4,"total  -  Short","total  -  Short  -  Finland"
"Finland",10,"total  -  Sport","total  -  Sport  -  Finland"
"Finland",56,"total  -  Thriller","total  -  Thriller  -  Finland"
"Finland",10,"total  -  War","total  -  War  -  Finland"
"France",199,"total  -  Action","total  -  Action  -  France"
"France",4,"total  -  Adult","total  -  Adult  -  France"
"France",118,"total  -  Adventure","total  -  Adventure  -  France"
"France",50,"total  -  Animation","total  -  Animation  -  France"
"France",12,"total  -  Biography","total  -  Biography  -  France"
"France",153,"total  -  Comedy","total  -  Comedy  -  France"
"France",147,"total  -  Crime","total  -  Crime  -  France"
"France",31,"total  -  Documentary","total  -  Documentary  -  France"
"France",342,"total  -  Drama","total  -  Drama  -  France"
"France",13,"total  -  Family","total  -  Family  -  France"
"France",53,"total  -  Fantasy","total  -  Fantasy  -  France"
"France",3,"total  -  Game Show","total  -  Game Show  -  France"
"France",1,"total  -  History","total  -  History  -  France"
"France",39,"total  -  Horror","total  -  Horror  -  France"
"France",21,"total  -  Music","total  -  Music  -  France"
"France",52,"total  -  Mystery","total  -  Mystery  -  France"
"France",5,"total  -  Reality TV","total  -  Reality TV  -  France"
"France",79,"total  -  Romance","total  -  Romance  -  France"
"France",36,"total  -  Sci Fi","total  -  Sci Fi  -  France"
"France",4,"total  -  Short","total  -  Short  -  France"
"France",9,"total  -  Sport","total  -  Sport  -  France"
"France",70,"total  -  Thriller","total  -  Thriller  -  France"
"France",4,"total  -  War","total  -  War  -  France"
"France",1,"total  -  Western","total  -  Western  -  France"
"Germany",206,"total  -  Action","total  -  Action  -  Germany"
"Germany",2,"total  -  Adult","total  -  Adult  -  Germany"
"Germany",153,"total  -  Adventure","total  -  Adventure  -  Germany"
"Germany",51,"total  -  Animation","total  -  Animation  -  Germany"
"Germany",17,"total  -  Biography","total  -  Biography  -  Germany"
"Germany",182,"total  -  Comedy","total  -  Comedy  -  Germany"
"Germany",151,"total  -  Crime","total  -  Crime  -  Germany"
"Germany",25,"total  -  Documentary","total  -  Documentary  -  Germany"
"Germany",316,"total  -  Drama","total  -  Drama  -  Germany"
"Germany",50,"total  -  Family","total  -  Family  -  Germany"
"Germany",63,"total  -  Fantasy","total  -  Fantasy  -  Germany"
"Germany",8,"total  -  Game Show","total  -  Game Show  -  Germany"
"Germany",3,"total  -  History","total  -  History  -  Germany"
"Germany",34,"total  -  Horror","total  -  Horror  -  Germany"
"Germany",6,"total  -  Music","total  -  Music  -  Germany"
"Germany",1,"total  -  Musical","total  -  Musical  -  Germany"
"Germany",52,"total  -  Mystery","total  -  Mystery  -  Germany"
"Germany",10,"total  -  Reality TV","total  -  Reality TV  -  Germany"
"Germany",85,"total  -  Romance","total  -  Romance  -  Germany"
"Germany",20,"total  -  Sci Fi","total  -  Sci Fi  -  Germany"
"Germany",5,"total  -  Short","total  -  Short  -  Germany"
"Germany",13,"total  -  Sport","total  -  Sport  -  Germany"
"Germany",66,"total  -  Thriller","total  -  Thriller  -  Germany"
"Germany",3,"total  -  War","total  -  War  -  Germany"
"Greece",183,"total  -  Action","total  -  Action  -  Greece"
"Greece",2,"total  -  Adult","total  -  Adult  -  Greece"
"Greece",122,"total  -  Adventure","total  -  Adventure  -  Greece"
"Greece",56,"total  -  Animation","total  -  Animation  -  Greece"
"Greece",14,"total  -  Biography","total  -  Biography  -  Greece"
"Greece",176,"total  -  Comedy","total  -  Comedy  -  Greece"
"Greece",134,"total  -  Crime","total  -  Crime  -  Greece"
"Greece",27,"total  -  Documentary","total  -  Documentary  -  Greece"
"Greece",342,"total  -  Drama","total  -  Drama  -  Greece"
"Greece",21,"total  -  Family","total  -  Family  -  Greece"
"Greece",45,"total  -  Fantasy","total  -  Fantasy  -  Greece"
"Greece",6,"total  -  Game Show","total  -  Game Show  -  Greece"
"Greece",5,"total  -  History","total  -  History  -  Greece"
"Greece",23,"total  -  Horror","total  -  Horror  -  Greece"
"Greece",3,"total  -  Music","total  -  Music  -  Greece"
"Greece",56,"total  -  Mystery","total  -  Mystery  -  Greece"
"Greece",7,"total  -  Reality TV","total  -  Reality TV  -  Greece"
"Greece",92,"total  -  Romance","total  -  Romance  -  Greece"
"Greece",28,"total  -  Sci Fi","total  -  Sci Fi  -  Greece"
"Greece",5,"total  -  Short","total  -  Short  -  Greece"
"Greece",9,"total  -  Sport","total  -  Sport  -  Greece"
"Greece",41,"total  -  Thriller","total  -  Thriller  -  Greece"
"Greece",7,"total  -  War","total  -  War  -  Greece"
"Greece",2,"total  -  Western","total  -  Western  -  Greece"
"Guadeloupe",214,"total  -  Action","total  -  Action  -  Guadeloupe"
"Guadeloupe",2,"total  -  Adult","total  -  Adult  -  Guadeloupe"
"Guadeloupe",119,"total  -  Adventure","total  -  Adventure  -  Guadeloupe"
"Guadeloupe",50,"total  -  Animation","total  -  Animation  -  Guadeloupe"
"Guadeloupe",9,"total  -  Biography","total  -  Biography  -  Guadeloupe"
"Guadeloupe",157,"total  -  Comedy","total  -  Comedy  -  Guadeloupe"
"Guadeloupe",143,"total  -  Crime","total  -  Crime  -  Guadeloupe"
"Guadeloupe",21,"total  -  Documentary","total  -  Documentary  -  Guadeloupe"
"Guadeloupe",320,"total  -  Drama","total  -  Drama  -  Guadeloupe"
"Guadeloupe",16,"total  -  Family","total  -  Family  -  Guadeloupe"
"Guadeloupe",47,"total  -  Fantasy","total  -  Fantasy  -  Guadeloupe"
"Guadeloupe",8,"total  -  Game Show","total  -  Game Show  -  Guadeloupe"
"Guadeloupe",29,"total  -  Horror","total  -  Horror  -  Guadeloupe"
"Guadeloupe",34,"total  -  Music","total  -  Music  -  Guadeloupe"
"Guadeloupe",45,"total  -  Mystery","total  -  Mystery  -  Guadeloupe"
"Guadeloupe",12,"total  -  Reality TV","total  -  Reality TV  -  Guadeloupe"
"Guadeloupe",88,"total  -  Romance","total  -  Romance  -  Guadeloupe"
"Guadeloupe",26,"total  -  Sci Fi","total  -  Sci Fi  -  Guadeloupe"
"Guadeloupe",2,"total  -  Short","total  -  Short  -  Guadeloupe"
"Guadeloupe",7,"total  -  Sport","total  -  Sport  -  Guadeloupe"
"Guadeloupe",69,"total  -  Thriller","total  -  Thriller  -  Guadeloupe"
"Guadeloupe",1,"total  -  War","total  -  War  -  Guadeloupe"
"Guatemala",123,"total  -  Action","total  -  Action  -  Guatemala"
"Guatemala",2,"total  -  Adult","total  -  Adult  -  Guatemala"
"Guatemala",106,"total  -  Adventure","total  -  Adventure  -  Guatemala"
"Guatemala",67,"total  -  Animation","total  -  Animation  -  Guatemala"
"Guatemala",6,"total  -  Biography","total  -  Biography  -  Guatemala"
"Guatemala",206,"total  -  Comedy","total  -  Comedy  -  Guatemala"
"Guatemala",101,"total  -  Crime","total  -  Crime  -  Guatemala"
"Guatemala",15,"total  -  Documentary","total  -  Documentary  -  Guatemala"
"Guatemala",303,"total  -  Drama","total  -  Drama  -  Guatemala"
"Guatemala",14,"total  -  Family","total  -  Family  -  Guatemala"
"Guatemala",22,"total  -  Fantasy","total  -  Fantasy  -  Guatemala"
"Guatemala",20,"total  -  Horror","total  -  Horror  -  Guatemala"
"Guatemala",33,"total  -  Music","total  -  Music  -  Guatemala"
"Guatemala",1,"total  -  Musical","total  -  Musical  -  Guatemala"
"Guatemala",44,"total  -  Mystery","total  -  Mystery  -  Guatemala"
"Guatemala",2,"total  -  Reality TV","total  -  Reality TV  -  Guatemala"
"Guatemala",118,"total  -  Romance","total  -  Romance  -  Guatemala"
"Guatemala",15,"total  -  Sci Fi","total  -  Sci Fi  -  Guatemala"
"Guatemala",1,"total  -  Short","total  -  Short  -  Guatemala"
"Guatemala",5,"total  -  Sport","total  -  Sport  -  Guatemala"
"Guatemala",57,"total  -  Thriller","total  -  Thriller  -  Guatemala"
"Guatemala",2,"total  -  War","total  -  War  -  Guatemala"
"Honduras",135,"total  -  Action","total  -  Action  -  Honduras"
"Honduras",2,"total  -  Adult","total  -  Adult  -  Honduras"
"Honduras",91,"total  -  Adventure","total  -  Adventure  -  Honduras"
"Honduras",48,"total  -  Animation","total  -  Animation  -  Honduras"
"Honduras",4,"total  -  Biography","total  -  Biography  -  Honduras"
"Honduras",197,"total  -  Comedy","total  -  Comedy  -  Honduras"
"Honduras",113,"total  -  Crime","total  -  Crime  -  Honduras"
"Honduras",15,"total  -  Documentary","total  -  Documentary  -  Honduras"
"Honduras",318,"total  -  Drama","total  -  Drama  -  Honduras"
"Honduras",14,"total  -  Family","total  -  Family  -  Honduras"
"Honduras",25,"total  -  Fantasy","total  -  Fantasy  -  Honduras"
"Honduras",20,"total  -  Horror","total  -  Horror  -  Honduras"
"Honduras",34,"total  -  Music","total  -  Music  -  Honduras"
"Honduras",1,"total  -  Musical","total  -  Musical  -  Honduras"
"Honduras",45,"total  -  Mystery","total  -  Mystery  -  Honduras"
"Honduras",3,"total  -  Reality TV","total  -  Reality TV  -  Honduras"
"Honduras",127,"total  -  Romance","total  -  Romance  -  Honduras"
"Honduras",13,"total  -  Sci Fi","total  -  Sci Fi  -  Honduras"
"Honduras",1,"total  -  Short","total  -  Short  -  Honduras"
"Honduras",6,"total  -  Sport","total  -  Sport  -  Honduras"
"Honduras",65,"total  -  Thriller","total  -  Thriller  -  Honduras"
"Honduras",2,"total  -  War","total  -  War  -  Honduras"
"Hong Kong",237,"total  -  Action","total  -  Action  -  Hong Kong"
"Hong Kong",2,"total  -  Adult","total  -  Adult  -  Hong Kong"
"Hong Kong",105,"total  -  Adventure","total  -  Adventure  -  Hong Kong"
"Hong Kong",32,"total  -  Animation","total  -  Animation  -  Hong Kong"
"Hong Kong",18,"total  -  Biography","total  -  Biography  -  Hong Kong"
"Hong Kong",151,"total  -  Comedy","total  -  Comedy  -  Hong Kong"
"Hong Kong",115,"total  -  Crime","total  -  Crime  -  Hong Kong"
"Hong Kong",22,"total  -  Documentary","total  -  Documentary  -  Hong Kong"
"Hong Kong",346,"total  -  Drama","total  -  Drama  -  Hong Kong"
"Hong Kong",5,"total  -  Family","total  -  Family  -  Hong Kong"
"Hong Kong",39,"total  -  Fantasy","total  -  Fantasy  -  Hong Kong"
"Hong Kong",5,"total  -  Game Show","total  -  Game Show  -  Hong Kong"
"Hong Kong",6,"total  -  History","total  -  History  -  Hong Kong"
"Hong Kong",36,"total  -  Horror","total  -  Horror  -  Hong Kong"
"Hong Kong",4,"total  -  Music","total  -  Music  -  Hong Kong"
"Hong Kong",73,"total  -  Mystery","total  -  Mystery  -  Hong Kong"
"Hong Kong",1,"total  -  News","total  -  News  -  Hong Kong"
"Hong Kong",8,"total  -  Reality TV","total  -  Reality TV  -  Hong Kong"
"Hong Kong",117,"total  -  Romance","total  -  Romance  -  Hong Kong"
"Hong Kong",58,"total  -  Sci Fi","total  -  Sci Fi  -  Hong Kong"
"Hong Kong",2,"total  -  Short","total  -  Short  -  Hong Kong"
"Hong Kong",11,"total  -  Sport","total  -  Sport  -  Hong Kong"
"Hong Kong",69,"total  -  Thriller","total  -  Thriller  -  Hong Kong"
"Hong Kong",5,"total  -  War","total  -  War  -  Hong Kong"
"Hungary",185,"total  -  Action","total  -  Action  -  Hungary"
"Hungary",3,"total  -  Adult","total  -  Adult  -  Hungary"
"Hungary",120,"total  -  Adventure","total  -  Adventure  -  Hungary"
"Hungary",70,"total  -  Animation","total  -  Animation  -  Hungary"
"Hungary",13,"total  -  Biography","total  -  Biography  -  Hungary"
"Hungary",197,"total  -  Comedy","total  -  Comedy  -  Hungary"
"Hungary",150,"total  -  Crime","total  -  Crime  -  Hungary"
"Hungary",36,"total  -  Documentary","total  -  Documentary  -  Hungary"
"Hungary",319,"total  -  Drama","total  -  Drama  -  Hungary"
"Hungary",28,"total  -  Family","total  -  Family  -  Hungary"
"Hungary",46,"total  -  Fantasy","total  -  Fantasy  -  Hungary"
"Hungary",14,"total  -  Game Show","total  -  Game Show  -  Hungary"
"Hungary",3,"total  -  History","total  -  History  -  Hungary"
"Hungary",27,"total  -  Horror","total  -  Horror  -  Hungary"
"Hungary",6,"total  -  Music","total  -  Music  -  Hungary"
"Hungary",1,"total  -  Musical","total  -  Musical  -  Hungary"
"Hungary",51,"total  -  Mystery","total  -  Mystery  -  Hungary"
"Hungary",14,"total  -  Reality TV","total  -  Reality TV  -  Hungary"
"Hungary",106,"total  -  Romance","total  -  Romance  -  Hungary"
"Hungary",12,"total  -  Sci Fi","total  -  Sci Fi  -  Hungary"
"Hungary",4,"total  -  Short","total  -  Short  -  Hungary"
"Hungary",11,"total  -  Sport","total  -  Sport  -  Hungary"
"Hungary",54,"total  -  Thriller","total  -  Thriller  -  Hungary"
"Hungary",3,"total  -  War","total  -  War  -  Hungary"
"Iceland",177,"total  -  Action","total  -  Action  -  Iceland"
"Iceland",2,"total  -  Adult","total  -  Adult  -  Iceland"
"Iceland",123,"total  -  Adventure","total  -  Adventure  -  Iceland"
"Iceland",53,"total  -  Animation","total  -  Animation  -  Iceland"
"Iceland",18,"total  -  Biography","total  -  Biography  -  Iceland"
"Iceland",187,"total  -  Comedy","total  -  Comedy  -  Iceland"
"Iceland",131,"total  -  Crime","total  -  Crime  -  Iceland"
"Iceland",38,"total  -  Documentary","total  -  Documentary  -  Iceland"
"Iceland",305,"total  -  Drama","total  -  Drama  -  Iceland"
"Iceland",19,"total  -  Family","total  -  Family  -  Iceland"
"Iceland",28,"total  -  Fantasy","total  -  Fantasy  -  Iceland"
"Iceland",17,"total  -  Game Show","total  -  Game Show  -  Iceland"
"Iceland",5,"total  -  History","total  -  History  -  Iceland"
"Iceland",16,"total  -  Horror","total  -  Horror  -  Iceland"
"Iceland",7,"total  -  Music","total  -  Music  -  Iceland"
"Iceland",47,"total  -  Mystery","total  -  Mystery  -  Iceland"
"Iceland",36,"total  -  Reality TV","total  -  Reality TV  -  Iceland"
"Iceland",85,"total  -  Romance","total  -  Romance  -  Iceland"
"Iceland",32,"total  -  Sci Fi","total  -  Sci Fi  -  Iceland"
"Iceland",4,"total  -  Short","total  -  Short  -  Iceland"
"Iceland",10,"total  -  Sport","total  -  Sport  -  Iceland"
"Iceland",48,"total  -  Thriller","total  -  Thriller  -  Iceland"
"Iceland",6,"total  -  War","total  -  War  -  Iceland"
"India",252,"total  -  Action","total  -  Action  -  India"
"India",1,"total  -  Adult","total  -  Adult  -  India"
"India",65,"total  -  Adventure","total  -  Adventure  -  India"
"India",22,"total  -  Animation","total  -  Animation  -  India"
"India",5,"total  -  Biography","total  -  Biography  -  India"
"India",191,"total  -  Comedy","total  -  Comedy  -  India"
"India",215,"total  -  Crime","total  -  Crime  -  India"
"India",22,"total  -  Documentary","total  -  Documentary  -  India"
"India",393,"total  -  Drama","total  -  Drama  -  India"
"India",10,"total  -  Family","total  -  Family  -  India"
"India",41,"total  -  Fantasy","total  -  Fantasy  -  India"
"India",4,"total  -  Game Show","total  -  Game Show  -  India"
"India",25,"total  -  Horror","total  -  Horror  -  India"
"India",1,"total  -  Music","total  -  Music  -  India"
"India",2,"total  -  Musical","total  -  Musical  -  India"
"India",81,"total  -  Mystery","total  -  Mystery  -  India"
"India",4,"total  -  Reality TV","total  -  Reality TV  -  India"
"India",79,"total  -  Romance","total  -  Romance  -  India"
"India",11,"total  -  Sci Fi","total  -  Sci Fi  -  India"
"India",11,"total  -  Short","total  -  Short  -  India"
"India",4,"total  -  Sport","total  -  Sport  -  India"
"India",71,"total  -  Thriller","total  -  Thriller  -  India"
"India",1,"total  -  War","total  -  War  -  India"
"Indonesia",214,"total  -  Action","total  -  Action  -  Indonesia"
"Indonesia",2,"total  -  Adult","total  -  Adult  -  Indonesia"
"Indonesia",85,"total  -  Adventure","total  -  Adventure  -  Indonesia"
"Indonesia",21,"total  -  Animation","total  -  Animation  -  Indonesia"
"Indonesia",15,"total  -  Biography","total  -  Biography  -  Indonesia"
"Indonesia",185,"total  -  Comedy","total  -  Comedy  -  Indonesia"
"Indonesia",140,"total  -  Crime","total  -  Crime  -  Indonesia"
"Indonesia",16,"total  -  Documentary","total  -  Documentary  -  Indonesia"
"Indonesia",325,"total  -  Drama","total  -  Drama  -  Indonesia"
"Indonesia",14,"total  -  Family","total  -  Family  -  Indonesia"
"Indonesia",38,"total  -  Fantasy","total  -  Fantasy  -  Indonesia"
"Indonesia",8,"total  -  History","total  -  History  -  Indonesia"
"Indonesia",37,"total  -  Horror","total  -  Horror  -  Indonesia"
"Indonesia",4,"total  -  Music","total  -  Music  -  Indonesia"
"Indonesia",75,"total  -  Mystery","total  -  Mystery  -  Indonesia"
"Indonesia",6,"total  -  Reality TV","total  -  Reality TV  -  Indonesia"
"Indonesia",101,"total  -  Romance","total  -  Romance  -  Indonesia"
"Indonesia",38,"total  -  Sci Fi","total  -  Sci Fi  -  Indonesia"
"Indonesia",1,"total  -  Short","total  -  Short  -  Indonesia"
"Indonesia",5,"total  -  Sport","total  -  Sport  -  Indonesia"
